HHID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,NUMADULT1,NUMADULT2,ATHOME,MONEYPY
472246,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,35,2,1,0,2,3,2,1,0,5,1
377015,WEST,Pacific,6,CA,California,1,19,4,3,0,5,3,0,3,0,5,13
95619,SOUTH,South Atlantic,24,MD,Maryland,1,87,4,4,0,1,1,0,0,1,5,16
46633,NORTHEAST,New England,44,RI,Rhode Island,1,49,1,2,0,1,3,1,2,0,5,15
459220,SOUTH,South Atlantic,13,GA,Georgia,2,73,3,4,0,1,2,0,0,2,5,15
157641,SOUTH,South Atlantic,51,VA,Virginia,1,42,2,4,0,1,2,0,2,0,2,16
466250,WEST,Mountain North,8,CO,Colorado,2,54,4,4,0,1,1,0,1,0,5,11
97818,WEST,Pacific,6,CA,California,2,81,3,4,0,1,2,0,0,2,5,16
347914,SOUTH,South Atlantic,12,FL,Florida,2,27,1,3,0,6,2,0,1,1,5,9
353364,SOUTH,South Atlantic,37,NC,North Carolina,1,49,1,5,0,1,1,0,1,0,0,14
179831,MIDWEST,West North Central,38,ND,North Dakota,1,73,2,4,0,1,2,0,1,1,0,10
207745,MIDWEST,West North Central,27,MN,Minnesota,1,78,3,3,0,1,1,0,0,1,5,7
212679,NORTHEAST,New England,9,CT,Connecticut,2,72,3,4,0,1,3,0,1,2,5,13
302992,WEST,Pacific,6,CA,California,1,27,1,4,0,1,1,0,1,0,3,15
480678,NORTHEAST,New England,50,VT,Vermont,2,58,1,3,0,1,2,0,1,1,5,15
114320,MIDWEST,East North Central,26,MI,Michigan,1,65,3,4,0,2,7,4,1,2,5,13
23497,SOUTH,South Atlantic,54,WV,West Virginia,1,31,1,1,0,1,1,0,1,0,0,9
336698,SOUTH,West South Central,48,TX,Texas,1,35,2,3,1,1,3,1,2,0,5,7
16799,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,73,1,3,0,1,2,0,0,2,5,15
275675,SOUTH,East South Central,21,KY,Kentucky,1,42,1,5,0,1,2,0,2,0,5,16
222788,SOUTH,South Atlantic,12,FL,Florida,1,67,1,3,0,1,2,0,1,1,2,14
403769,MIDWEST,East North Central,26,MI,Michigan,2,71,3,5,0,1,2,0,0,2,5,14
495850,SOUTH,South Atlantic,13,GA,Georgia,2,54,3,3,0,2,2,0,2,0,5,13
181700,SOUTH,South Atlantic,13,GA,Georgia,1,42,2,4,0,1,2,0,2,0,5,14
325042,NORTHEAST,New England,50,VT,Vermont,2,32,1,4,0,1,2,0,2,0,5,14
451750,WEST,Pacific,6,CA,California,1,52,1,3,0,1,2,0,1,1,5,13
259370,MIDWEST,East North Central,39,OH,Ohio,1,72,4,3,0,1,2,0,0,2,5,6
478096,SOUTH,West South Central,22,LA,Louisiana,1,26,1,5,0,1,2,0,2,0,0,15
74410,SOUTH,East South Central,47,TN,Tennessee,1,62,3,2,0,1,2,0,1,1,5,15
231899,NORTHEAST,Middle Atlantic,36,NY,New York,2,71,1,4,0,1,3,0,1,2,5,15
96563,SOUTH,South Atlantic,37,NC,North Carolina,1,35,1,2,0,2,1,0,1,0,2,4
182602,SOUTH,South Atlantic,45,SC,South Carolina,2,65,3,3,0,1,3,0,1,2,5,13
373911,WEST,Pacific,6,CA,California,1,48,1,2,0,1,4,1,2,1,5,9
162550,SOUTH,South Atlantic,51,VA,Virginia,2,82,3,4,0,1,1,0,0,1,5,16
479145,SOUTH,South Atlantic,12,FL,Florida,2,80,3,4,1,1,2,0,0,2,5,12
184578,SOUTH,South Atlantic,13,GA,Georgia,1,71,3,4,0,1,1,0,0,1,5,7
237444,SOUTH,East South Central,21,KY,Kentucky,1,54,1,2,0,1,5,1,4,0,5,14
77408,MIDWEST,East North Central,17,IL,Illinois,2,20,2,3,0,1,4,1,3,0,5,15
166880,SOUTH,South Atlantic,10,DE,Delaware,1,37,2,3,0,1,5,2,3,0,5,7
402668,MIDWEST,West North Central,29,MO,Missouri,1,26,1,5,0,1,2,0,2,0,5,15
345316,MIDWEST,West North Central,20,KS,Kansas,1,43,1,5,0,1,4,2,2,0,5,16
28370,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,55,1,3,0,1,1,0,1,0,0,13
312336,SOUTH,West South Central,48,TX,Texas,2,21,1,2,1,1,6,2,4,0,2,13
125319,WEST,Mountain North,16,ID,Idaho,2,65,1,3,0,1,1,0,0,1,2,9
56077,MIDWEST,East North Central,26,MI,Michigan,1,24,1,3,0,1,1,0,1,0,3,8
232630,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,27,4,1,0,1,1,0,1,0,1,5
185856,MIDWEST,East North Central,17,IL,Illinois,2,66,3,2,0,1,2,0,1,1,5,11
52423,WEST,Mountain South,4,AZ,Arizona,2,70,3,5,0,1,2,0,0,2,5,16
348322,SOUTH,West South Central,40,OK,Oklahoma,1,70,3,2,0,1,2,0,0,2,5,7
242131,NORTHEAST,New England,9,CT,Connecticut,1,89,3,2,0,1,1,0,0,1,5,8
166038,SOUTH,South Atlantic,24,MD,Maryland,2,60,1,3,0,4,3,0,2,1,5,15
62029,WEST,Mountain North,16,ID,Idaho,2,53,1,3,0,1,2,0,2,0,5,14
396796,SOUTH,West South Central,48,TX,Texas,1,44,1,3,0,1,3,0,3,0,0,11
471281,MIDWEST,West North Central,20,KS,Kansas,1,23,2,4,0,1,3,0,3,0,5,11
420460,MIDWEST,East North Central,39,OH,Ohio,1,36,1,4,0,1,4,2,2,0,5,14
11039,MIDWEST,West North Central,27,MN,Minnesota,2,40,1,4,0,1,1,0,1,0,5,13
418227,MIDWEST,East North Central,17,IL,Illinois,2,55,1,4,0,1,3,0,3,0,5,16
297725,SOUTH,West South Central,48,TX,Texas,1,62,3,4,0,1,2,0,1,1,5,16
70536,WEST,Pacific,53,WA,Washington,2,65,3,3,0,1,4,1,1,2,5,11
186181,SOUTH,South Atlantic,54,WV,West Virginia,1,53,1,3,0,1,5,1,3,1,5,14
48080,SOUTH,West South Central,40,OK,Oklahoma,1,50,1,3,0,1,3,0,3,0,3,13
474465,WEST,Mountain South,4,AZ,Arizona,1,45,4,2,1,1,7,3,4,0,5,9
409728,SOUTH,West South Central,48,TX,Texas,1,48,4,2,0,2,4,2,2,0,5,8
62887,NORTHEAST,New England,25,MA,Massachusetts,1,63,3,2,0,1,4,0,4,0,5,16
337915,SOUTH,West South Central,48,TX,Texas,1,73,3,2,0,2,1,0,0,1,5,9
33059,WEST,Pacific,53,WA,Washington,1,22,4,3,0,1,4,2,2,0,5,7
453640,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,63,3,2,0,1,1,0,1,0,5,4
465537,SOUTH,West South Central,48,TX,Texas,2,60,1,4,0,1,1,0,1,0,5,10
467648,MIDWEST,West North Central,29,MO,Missouri,1,51,1,4,0,1,4,0,4,0,5,16
222287,MIDWEST,West North Central,19,IA,Iowa,2,78,3,3,0,1,2,0,0,2,5,11
295038,NORTHEAST,Middle Atlantic,36,NY,New York,2,65,4,4,0,1,3,0,2,1,5,4
63380,SOUTH,East South Central,21,KY,Kentucky,2,55,1,3,0,2,2,0,2,0,5,12
198195,SOUTH,East South Central,47,TN,Tennessee,1,64,1,2,0,1,2,0,2,0,5,11
183722,SOUTH,South Atlantic,12,FL,Florida,2,47,1,4,0,1,5,3,2,0,5,16
403999,MIDWEST,West North Central,19,IA,Iowa,1,71,3,3,0,1,2,0,0,2,4,14
318211,SOUTH,West South Central,48,TX,Texas,1,31,4,1,1,1,2,0,2,0,5,7
50061,SOUTH,South Atlantic,12,FL,Florida,2,56,1,4,0,1,3,2,1,0,3,14
401290,NORTHEAST,Middle Atlantic,36,NY,New York,1,53,1,5,0,1,3,0,3,0,5,16
486050,SOUTH,South Atlantic,12,FL,Florida,2,69,3,4,0,1,2,0,0,2,5,12
329690,SOUTH,West South Central,22,LA,Louisiana,1,43,1,3,0,2,1,0,1,0,2,12
98633,WEST,Mountain North,8,CO,Colorado,1,43,1,2,0,1,2,0,2,0,5,14
215240,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,50,2,4,0,1,4,2,2,0,5,15
360034,SOUTH,South Atlantic,12,FL,Florida,1,40,4,3,0,1,3,1,2,0,5,15
415532,MIDWEST,West North Central,20,KS,Kansas,1,53,1,2,0,1,3,1,2,0,0,9
302254,SOUTH,South Atlantic,13,GA,Georgia,2,58,1,5,0,1,3,0,3,0,5,16
27859,SOUTH,East South Central,47,TN,Tennessee,1,77,3,3,0,1,2,0,0,2,5,14
392873,SOUTH,South Atlantic,12,FL,Florida,2,57,1,5,0,1,3,0,3,0,5,15
357993,SOUTH,South Atlantic,11,DC,District of Columbia,2,58,4,5,0,1,1,0,1,0,2,13
399974,SOUTH,South Atlantic,13,GA,Georgia,2,51,1,4,0,1,3,0,3,0,5,15
131990,WEST,Mountain South,4,AZ,Arizona,2,75,3,5,0,1,2,0,0,2,5,12
9015,WEST,Pacific,6,CA,California,2,65,3,4,0,1,2,0,0,2,5,8
32808,MIDWEST,East North Central,55,WI,Wisconsin,1,32,1,4,0,1,1,0,1,0,2,8
200427,SOUTH,West South Central,22,LA,Louisiana,2,76,3,3,0,1,2,0,0,2,5,11
425609,MIDWEST,East North Central,55,WI,Wisconsin,2,72,3,5,0,1,1,0,0,1,5,11
84681,SOUTH,East South Central,47,TN,Tennessee,1,36,1,2,0,2,5,3,1,1,5,1
429264,WEST,Pacific,6,CA,California,2,63,2,5,0,1,4,1,2,1,5,14
217350,SOUTH,South Atlantic,45,SC,South Carolina,2,71,3,5,0,1,2,0,0,2,5,14
479370,SOUTH,South Atlantic,45,SC,South Carolina,1,41,1,3,0,2,2,0,2,0,3,13
327071,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,83,3,2,0,1,1,0,0,1,0,1
416469,MIDWEST,West North Central,29,MO,Missouri,1,55,1,3,1,1,4,0,4,0,5,15
12695,SOUTH,West South Central,5,AR,Arkansas,1,34,1,3,0,2,4,3,1,0,5,7
130015,MIDWEST,East North Central,18,IN,Indiana,2,71,3,4,0,1,2,0,1,1,5,12
466083,SOUTH,South Atlantic,37,NC,North Carolina,1,76,3,4,0,1,2,0,0,2,5,16
484288,WEST,Pacific,2,AK,Alaska,1,50,1,5,0,1,1,0,1,0,1,16
93027,SOUTH,East South Central,21,KY,Kentucky,1,65,3,4,0,1,2,0,1,1,4,14
486158,WEST,Pacific,53,WA,Washington,1,83,3,2,0,1,1,0,0,1,5,4
36544,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,68,3,2,0,1,2,0,0,2,5,14
255889,WEST,Mountain North,8,CO,Colorado,2,21,1,2,0,1,3,0,3,0,4,13
31975,NORTHEAST,New England,25,MA,Massachusetts,2,70,3,2,0,1,1,0,0,1,0,6
401572,WEST,Mountain North,56,WY,Wyoming,1,43,1,3,0,1,1,0,1,0,1,4
287944,SOUTH,South Atlantic,54,WV,West Virginia,1,59,4,1,0,1,1,0,1,0,3,3
261932,MIDWEST,East North Central,39,OH,Ohio,1,42,1,3,0,1,2,0,2,0,2,14
125171,WEST,Pacific,41,OR,Oregon,2,74,3,5,0,1,2,0,0,2,5,15
212204,MIDWEST,West North Central,27,MN,Minnesota,1,21,1,1,0,1,2,0,2,0,2,12
308282,MIDWEST,East North Central,26,MI,Michigan,1,65,1,4,0,4,3,0,1,2,5,16
101462,MIDWEST,West North Central,19,IA,Iowa,1,40,1,4,0,1,2,0,2,0,5,14
219128,WEST,Pacific,6,CA,California,2,43,1,3,0,1,2,0,2,0,5,10
277678,WEST,Pacific,6,CA,California,2,43,1,3,1,6,3,1,2,0,5,16
71358,NORTHEAST,New England,44,RI,Rhode Island,1,43,4,5,0,4,4,2,2,0,5,16
15755,SOUTH,South Atlantic,54,WV,West Virginia,2,56,4,5,0,1,3,0,2,1,5,8
200058,WEST,Pacific,41,OR,Oregon,2,31,4,4,0,1,3,0,3,0,5,15
55293,WEST,Pacific,6,CA,California,2,43,4,2,1,1,4,2,2,0,5,8
446691,SOUTH,South Atlantic,13,GA,Georgia,1,80,3,3,0,1,1,0,0,1,5,4
450003,NORTHEAST,Middle Atlantic,36,NY,New York,2,30,2,3,0,1,2,0,2,0,5,12
308445,MIDWEST,East North Central,18,IN,Indiana,1,31,1,2,0,1,3,2,1,0,0,11
476147,WEST,Pacific,2,AK,Alaska,1,61,4,3,0,1,1,0,1,0,5,5
132627,WEST,Pacific,6,CA,California,1,35,2,5,0,6,4,2,2,0,5,16
75692,NORTHEAST,Middle Atlantic,36,NY,New York,1,60,2,4,0,1,2,0,2,0,1,13
471833,NORTHEAST,New England,50,VT,Vermont,2,33,1,3,0,1,5,3,2,0,5,14
140049,NORTHEAST,Middle Atlantic,36,NY,New York,1,87,4,4,0,1,1,0,0,1,5,7
38852,WEST,Mountain South,35,NM,New Mexico,2,58,1,4,0,1,1,0,1,0,4,15
442514,SOUTH,East South Central,47,TN,Tennessee,2,70,2,4,0,1,2,0,0,2,5,15
259664,SOUTH,East South Central,21,KY,Kentucky,2,77,3,3,0,1,1,0,0,1,5,12
305458,NORTHEAST,New England,33,NH,New Hampshire,2,64,3,3,0,1,1,0,1,0,5,16
164199,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,22,1,3,0,1,3,1,2,0,3,13
421517,NORTHEAST,New England,9,CT,Connecticut,1,40,4,3,0,1,3,1,2,0,5,4
213824,SOUTH,South Atlantic,11,DC,District of Columbia,2,70,3,4,0,2,1,0,0,1,5,15
425712,SOUTH,South Atlantic,11,DC,District of Columbia,1,20,4,2,0,1,4,0,4,0,5,1
424495,NORTHEAST,New England,33,NH,New Hampshire,2,32,1,5,0,1,2,0,2,0,5,14
466367,MIDWEST,West North Central,46,SD,South Dakota,1,90,3,3,0,1,1,0,0,1,5,9
29069,WEST,Pacific,53,WA,Washington,1,49,1,3,0,1,4,1,3,0,5,15
34217,MIDWEST,East North Central,18,IN,Indiana,2,41,1,2,0,6,2,1,1,0,0,12
134548,SOUTH,West South Central,40,OK,Oklahoma,2,75,3,1,0,1,2,0,1,1,5,9
166375,MIDWEST,West North Central,20,KS,Kansas,2,50,1,3,0,1,1,0,1,0,2,7
265796,SOUTH,West South Central,48,TX,Texas,1,63,3,3,0,1,2,0,1,1,5,10
69443,SOUTH,West South Central,22,LA,Louisiana,2,86,3,2,0,1,2,0,0,2,5,10
227789,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,65,1,3,0,1,2,0,1,1,5,12
375679,MIDWEST,East North Central,55,WI,Wisconsin,1,62,1,2,0,1,2,0,1,1,5,11
393142,SOUTH,West South Central,48,TX,Texas,2,82,3,5,0,1,2,0,0,2,5,14
201325,WEST,Mountain North,8,CO,Colorado,1,39,2,5,0,1,3,1,2,0,5,16
45321,MIDWEST,East North Central,39,OH,Ohio,1,73,3,2,0,1,1,0,0,1,5,6
266158,MIDWEST,West North Central,20,KS,Kansas,1,33,1,4,0,1,4,2,1,1,3,16
442963,SOUTH,South Atlantic,51,VA,Virginia,1,37,2,1,0,2,3,2,1,0,3,1
124886,MIDWEST,East North Central,17,IL,Illinois,2,56,2,4,0,1,2,1,1,0,5,15
59382,WEST,Mountain North,8,CO,Colorado,1,59,2,2,0,1,2,0,2,0,5,13
67527,NORTHEAST,New England,9,CT,Connecticut,2,83,3,5,0,1,2,0,0,2,5,1
457716,SOUTH,West South Central,48,TX,Texas,1,60,1,2,1,1,2,0,2,0,3,10
312112,SOUTH,West South Central,48,TX,Texas,1,70,3,4,0,1,2,0,0,2,5,16
413587,MIDWEST,West North Central,38,ND,North Dakota,1,61,1,3,0,1,2,0,2,0,5,14
364791,WEST,Pacific,2,AK,Alaska,1,21,1,2,0,1,3,0,3,0,5,14
484682,WEST,Pacific,15,HI,Hawaii,2,59,1,3,0,4,7,3,4,0,0,16
180221,WEST,Mountain South,35,NM,New Mexico,1,71,1,3,0,1,1,0,0,1,1,11
4414,SOUTH,East South Central,21,KY,Kentucky,1,37,1,3,0,2,2,1,1,0,1,14
499970,SOUTH,South Atlantic,12,FL,Florida,1,47,1,3,0,2,4,1,3,0,5,14
429765,SOUTH,South Atlantic,45,SC,South Carolina,2,58,2,4,0,1,1,0,1,0,2,11
62913,MIDWEST,West North Central,20,KS,Kansas,2,60,2,2,0,1,1,0,1,0,1,5
466101,SOUTH,East South Central,47,TN,Tennessee,1,60,1,4,0,1,3,0,3,0,4,13
416578,WEST,Pacific,6,CA,California,1,31,1,4,1,1,4,0,3,1,5,10
380666,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,50,4,4,0,4,4,2,2,0,5,16
56534,SOUTH,West South Central,48,TX,Texas,2,80,3,2,0,1,2,0,0,2,5,12
151419,SOUTH,East South Central,47,TN,Tennessee,1,32,4,5,0,1,4,2,2,0,5,15
337677,NORTHEAST,New England,50,VT,Vermont,1,60,4,2,0,1,2,0,1,1,5,11
24652,MIDWEST,West North Central,29,MO,Missouri,1,86,3,2,0,1,1,0,0,1,5,11
390729,NORTHEAST,New England,23,ME,Maine,2,75,3,4,0,1,2,0,0,2,5,15
385494,NORTHEAST,New England,9,CT,Connecticut,1,58,1,5,0,1,5,0,5,0,5,15
272332,SOUTH,South Atlantic,12,FL,Florida,1,75,2,3,0,1,2,0,0,2,5,13
140714,NORTHEAST,Middle Atlantic,36,NY,New York,1,46,1,5,1,1,7,4,3,0,5,15
339838,WEST,Mountain North,56,WY,Wyoming,2,51,1,3,0,4,3,1,2,0,5,9
350749,MIDWEST,West North Central,31,NE,Nebraska,2,45,1,4,0,1,4,2,2,0,0,15
85304,WEST,Mountain South,32,NV,Nevada,2,74,3,5,0,1,2,0,0,2,5,7
33321,SOUTH,South Atlantic,37,NC,North Carolina,2,83,3,2,0,1,2,0,0,2,5,2
439046,SOUTH,East South Central,28,MS,Mississippi,1,60,1,3,0,1,1,0,1,0,2,9
483183,WEST,Pacific,6,CA,California,2,77,3,4,0,1,2,0,0,2,5,16
284631,SOUTH,South Atlantic,37,NC,North Carolina,2,77,3,3,0,2,1,0,0,1,5,9
258043,MIDWEST,West North Central,19,IA,Iowa,1,48,1,3,0,1,5,1,4,0,1,12
44939,MIDWEST,West North Central,20,KS,Kansas,1,24,1,4,0,1,1,0,1,0,5,12
9874,SOUTH,South Atlantic,24,MD,Maryland,2,33,1,4,0,1,1,0,1,0,4,15
125395,NORTHEAST,New England,33,NH,New Hampshire,2,77,3,2,0,1,3,0,2,1,5,14
311521,MIDWEST,West North Central,38,ND,North Dakota,2,70,3,3,0,1,2,0,0,2,5,14
376854,MIDWEST,East North Central,55,WI,Wisconsin,2,34,1,3,0,1,5,3,2,0,5,13
117284,WEST,Pacific,41,OR,Oregon,1,21,4,2,0,1,4,2,2,0,5,9
426984,SOUTH,West South Central,5,AR,Arkansas,2,60,3,3,0,1,2,0,1,1,5,1
144300,NORTHEAST,Middle Atlantic,36,NY,New York,2,85,3,2,0,1,2,0,0,2,5,9
143611,WEST,Pacific,6,CA,California,1,37,4,3,0,1,5,3,2,0,5,13
136396,MIDWEST,East North Central,55,WI,Wisconsin,1,52,4,2,1,1,1,0,1,0,5,1
429736,WEST,Mountain South,4,AZ,Arizona,1,40,1,5,0,2,1,0,1,0,5,14
448455,WEST,Mountain South,4,AZ,Arizona,1,66,3,5,0,1,1,0,0,1,5,13
145740,WEST,Pacific,2,AK,Alaska,1,61,3,2,0,1,2,0,2,0,5,16
343380,WEST,Pacific,53,WA,Washington,1,77,3,2,0,1,1,0,0,1,5,11
438349,WEST,Mountain South,4,AZ,Arizona,1,62,3,4,0,1,1,0,1,0,5,15
224915,MIDWEST,West North Central,29,MO,Missouri,1,81,3,5,0,1,1,0,0,1,5,15
329477,WEST,Pacific,2,AK,Alaska,2,58,1,5,0,1,2,0,2,0,5,16
486363,WEST,Pacific,6,CA,California,1,50,1,4,0,6,3,1,2,0,4,16
396808,WEST,Mountain North,56,WY,Wyoming,2,57,3,5,0,1,1,0,1,0,5,16
218375,MIDWEST,East North Central,26,MI,Michigan,2,25,4,2,0,1,1,0,1,0,5,1
52297,WEST,Mountain North,49,UT,Utah,1,44,2,4,0,1,4,1,3,0,5,15
174267,MIDWEST,West North Central,29,MO,Missouri,1,35,2,3,0,1,4,2,2,0,3,13
241566,WEST,Pacific,15,HI,Hawaii,1,23,1,4,0,4,4,0,4,0,5,2
119201,MIDWEST,West North Central,46,SD,South Dakota,1,71,3,3,0,1,2,0,0,2,5,12
310612,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,26,1,5,0,4,4,0,4,0,0,9
95390,WEST,Mountain South,4,AZ,Arizona,2,71,3,3,0,1,4,0,1,3,5,14
414129,SOUTH,South Atlantic,51,VA,Virginia,1,29,1,3,0,1,3,0,3,0,5,15
98993,NORTHEAST,Middle Atlantic,36,NY,New York,1,43,2,5,0,1,5,3,2,0,5,16
52090,SOUTH,South Atlantic,12,FL,Florida,1,50,1,5,0,1,2,0,2,0,0,13
131604,WEST,Mountain South,4,AZ,Arizona,1,39,1,4,0,1,6,4,2,0,5,14
306327,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,69,3,5,0,4,2,0,0,2,5,16
176964,NORTHEAST,New England,25,MA,Massachusetts,2,76,3,5,0,1,2,0,0,2,5,13
239860,MIDWEST,West North Central,38,ND,North Dakota,1,63,3,3,0,1,1,0,1,0,5,3
306149,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,53,4,4,1,1,5,1,3,1,5,11
443250,NORTHEAST,New England,9,CT,Connecticut,2,32,1,5,0,1,2,0,2,0,5,16
22074,SOUTH,West South Central,22,LA,Louisiana,2,38,1,3,0,2,4,2,2,0,5,2
250376,SOUTH,West South Central,22,LA,Louisiana,1,62,1,5,0,2,1,0,1,0,1,13
323208,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,65,4,4,0,4,3,0,1,2,5,7
277703,WEST,Mountain South,32,NV,Nevada,2,76,3,5,0,1,2,0,0,2,5,14
302631,SOUTH,South Atlantic,12,FL,Florida,1,80,3,4,0,1,1,0,0,1,5,5
118755,MIDWEST,East North Central,18,IN,Indiana,1,42,4,3,0,1,2,0,2,0,3,8
96840,WEST,Mountain South,32,NV,Nevada,1,47,1,3,0,2,2,1,1,0,5,11
308394,SOUTH,South Atlantic,51,VA,Virginia,2,74,1,4,0,1,2,0,0,2,5,15
21528,MIDWEST,East North Central,18,IN,Indiana,1,56,1,4,0,1,1,0,1,0,5,11
421333,SOUTH,East South Central,47,TN,Tennessee,2,41,1,1,1,1,3,1,2,0,0,13
34403,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,84,3,5,0,1,2,0,0,2,5,15
34314,WEST,Pacific,6,CA,California,2,32,1,4,0,1,2,0,2,0,5,16
439534,NORTHEAST,Middle Atlantic,36,NY,New York,1,90,3,2,0,1,1,0,0,1,5,8
172638,WEST,Mountain South,35,NM,New Mexico,2,71,3,5,0,1,3,0,1,2,5,16
109565,WEST,Pacific,6,CA,California,1,59,4,1,1,1,3,1,2,0,5,1
104075,SOUTH,South Atlantic,37,NC,North Carolina,1,40,1,5,0,1,2,0,2,0,2,14
111351,SOUTH,West South Central,5,AR,Arkansas,1,83,3,1,0,1,3,1,1,1,5,8
10989,WEST,Pacific,41,OR,Oregon,1,27,2,3,1,1,2,0,2,0,5,10
95095,WEST,Mountain North,30,MT,Montana,1,75,3,3,0,1,2,0,0,2,5,12
133666,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,34,1,4,0,1,2,0,2,0,4,16
164880,WEST,Mountain North,56,WY,Wyoming,2,31,2,3,0,1,3,1,2,0,5,8
105963,NORTHEAST,Middle Atlantic,36,NY,New York,1,32,4,4,0,4,2,0,2,0,5,1
121992,WEST,Pacific,6,CA,California,2,76,3,2,0,1,1,0,0,1,5,9
372264,MIDWEST,East North Central,17,IL,Illinois,1,59,3,5,0,3,1,0,1,0,5,8
248528,WEST,Pacific,41,OR,Oregon,2,40,4,3,0,1,2,1,1,0,5,9
256002,SOUTH,West South Central,48,TX,Texas,1,36,1,5,0,1,1,0,1,0,5,15
255492,SOUTH,West South Central,48,TX,Texas,1,43,1,3,0,1,2,0,2,0,5,15
109828,MIDWEST,West North Central,27,MN,Minnesota,1,81,3,1,0,1,1,0,0,1,3,2
378320,SOUTH,South Atlantic,12,FL,Florida,2,77,3,5,0,1,2,0,0,2,5,16
106957,MIDWEST,West North Central,46,SD,South Dakota,1,55,1,1,0,1,2,0,2,0,3,11
352571,WEST,Mountain North,16,ID,Idaho,1,63,4,1,0,1,1,0,1,0,5,4
447235,NORTHEAST,New England,33,NH,New Hampshire,2,25,1,2,0,1,4,1,3,0,5,15
167204,SOUTH,South Atlantic,12,FL,Florida,1,29,1,3,0,1,2,0,2,0,5,7
486072,MIDWEST,West North Central,29,MO,Missouri,2,41,2,5,0,1,6,4,2,0,5,5
332551,MIDWEST,West North Central,27,MN,Minnesota,2,65,3,1,0,1,2,0,1,1,5,13
28379,MIDWEST,East North Central,55,WI,Wisconsin,2,62,3,3,0,1,2,0,2,0,5,13
205975,SOUTH,South Atlantic,37,NC,North Carolina,1,46,4,3,0,1,5,0,5,0,5,15
288472,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,43,1,5,0,1,5,2,2,1,5,16
239781,SOUTH,West South Central,48,TX,Texas,1,35,1,3,1,1,4,2,2,0,5,13
374499,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,72,2,5,0,4,2,0,0,2,5,13
124140,NORTHEAST,New England,23,ME,Maine,1,90,3,2,0,1,1,0,0,1,5,1
399230,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,39,1,5,0,1,5,3,2,0,4,15
152440,MIDWEST,East North Central,39,OH,Ohio,2,22,1,4,0,1,1,0,1,0,3,10
498841,NORTHEAST,New England,50,VT,Vermont,1,77,3,3,0,1,2,0,0,2,5,14
107479,SOUTH,South Atlantic,45,SC,South Carolina,2,31,1,4,1,1,1,0,1,0,0,13
50755,WEST,Pacific,2,AK,Alaska,2,63,1,4,0,1,2,0,2,0,0,16
180738,SOUTH,East South Central,47,TN,Tennessee,1,55,3,4,0,1,2,0,2,0,5,16
18095,MIDWEST,West North Central,38,ND,North Dakota,2,42,4,2,0,1,3,1,2,0,5,8
325049,MIDWEST,East North Central,55,WI,Wisconsin,1,22,2,3,0,1,1,0,1,0,5,1
27224,SOUTH,West South Central,48,TX,Texas,2,76,3,3,1,1,4,0,3,1,5,10
436374,SOUTH,South Atlantic,12,FL,Florida,2,70,3,4,0,1,3,0,2,1,4,13
20639,SOUTH,South Atlantic,12,FL,Florida,2,42,1,3,1,3,3,1,2,0,5,8
255318,SOUTH,West South Central,22,LA,Louisiana,2,65,1,4,0,1,2,0,0,2,0,15
265158,SOUTH,East South Central,1,AL,Alabama,1,54,4,3,0,2,1,0,1,0,5,6
31401,SOUTH,East South Central,47,TN,Tennessee,1,40,2,4,0,1,3,1,2,0,5,13
319256,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,85,3,2,0,1,2,0,0,2,5,7
438831,WEST,Mountain South,32,NV,Nevada,1,67,2,4,0,1,1,0,0,1,5,7
176113,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,74,3,2,0,1,2,0,0,2,5,15
122197,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,38,1,3,0,1,2,0,2,0,2,12
438094,MIDWEST,East North Central,39,OH,Ohio,1,62,1,2,0,1,1,0,1,0,5,10
16771,WEST,Pacific,6,CA,California,1,42,1,5,1,6,3,1,2,0,5,16
417917,WEST,Pacific,6,CA,California,2,64,2,2,0,1,2,0,1,1,5,12
